Name,Team,PA,Damage/BBE,Pulled FB (%),90th Pctile EV,Max EV,SEAGER,Selectivity (%),Hittable Pitch Take (%),Chase (%),Z-Contact (%),Zone (%),Z-Swing (%),Whiff vs. Secondaries (%)
Maikel Garcia,KC,295,26.4,13.9,105.4,110.6,37.8,64.8,27.0,23.3,92.7,49.8,55.2,19.0
Ian Happ,CHC,323,38.9,16.6,105.8,111.5,37.8,60.9,23.1,25.2,80.3,48.2,65.2,36.5
Ramón Laureano,SD,214,35.7,17.2,105.0,109.7,37.7,58.1,20.4,32.1,82.3,46.6,70.4,39.8
Miguel Rojas,LAD,132,10.1,14.0,101.6,109.8,37.7,59.2,21.4,32.3,89.6,44.7,69.2,27.9
Geraldo Perdomo,AZ,307,11.3,10.4,100.2,106.3,37.7,64.8,27.1,21.6,90.7,50.3,56.8,11.6
Esmerlyn Valdez,PIT,26,37.5,25.0,104.9,105.5,37.6,62.2,24.6,26.3,70.3,49.6,66.1,43.5
Ryan Kreidler,MIN,84,24.3,14.0,106.5,108.9,37.6,55.3,17.7,27.3,76.1,49.7,77.0,38.7
Trey Mancini,LAA,21,20.0,6.7,101.7,106.0,37.6,51.0,13.3,34.3,80.0,51.4,81.1,18.2
Rodolfo Durán,SD,57,33.3,15.2,105.3,108.3,37.6,65.3,27.7,20.9,82.3,46.8,61.4,32.4
Brent Rooker,ATH,210,39.0,19.7,106.7,111.4,37.6,58.2,20.6,31.4,77.5,46.4,70.5,50.0
Nathaniel Lowe,CIN,188,30.9,16.1,106.8,112.7,37.5,62.8,25.3,26.2,89.4,47.5,63.0,18.3
Jax Biggers,HOU,5,0.0,0.0,93.7,94.8,37.5,50.0,12.5,30.0,100.0,44.4,87.5,50.0
Mauricio Dubón,ATL,287,15.4,17.6,101.1,108.1,37.4,58.1,20.7,37.5,91.6,45.5,68.7,17.7
Steven Kwan,CLE,289,1.3,18.4,93.9,100.8,37.4,66.5,29.1,21.1,97.5,48.3,50.7,14.6
Amed Rosario,NYY,128,35.4,16.8,107.2,112.1,37.4,57.7,20.3,41.2,86.4,46.1,74.0,32.6
Ryan Vilade,TB,137,27.4,17.2,106.5,113.6,37.4,58.1,20.6,29.5,87.3,49.3,71.1,20.0
Manny Machado,SD,303,36.7,15.1,105.8,109.6,37.3,58.6,21.3,30.3,83.4,47.3,68.3,28.6
Alex Verdugo,SD,6,33.3,0.0,101.3,103.6,37.3,63.6,26.3,26.7,83.3,48.3,42.9,0.0
Spencer Steer,CIN,291,27.5,17.0,102.6,107.2,37.3,61.2,24.0,24.6,85.3,48.4,65.5,23.1
Matt Chapman,SF,315,32.8,17.5,107.4,113.0,37.3,60.9,23.7,26.4,86.1,49.0,63.5,24.3
Corbin Carroll,AZ,314,40.3,14.4,106.8,111.8,37.2,61.2,24.0,30.3,79.1,45.2,64.2,27.4
Yoán Moncada,LAA,141,32.6,13.4,105.9,110.4,37.2,65.6,28.3,22.3,82.7,48.7,57.1,38.7
Edgar Quero,CWS,167,20.0,12.6,103.6,108.1,37.2,57.6,20.4,27.7,86.6,47.4,73.0,20.7
Jazz Chisholm Jr.,NYY,294,30.6,13.6,104.6,110.9,37.2,62.9,25.7,27.4,77.6,46.7,60.5,35.9
Ketel Marte,AZ,319,32.1,13.4,108.6,116.9,37.1,60.0,22.9,32.4,91.2,47.3,66.7,29.1
Masataka Yoshida,BOS,170,24.1,13.7,103.4,108.6,37.1,65.4,28.3,29.1,91.8,47.4,53.7,20.4
Kai Murphy,SD,3,0.0,0.0,94.1,94.3,37.1,57.1,20.0,0.0,80.0,60.0,83.3,50.0
Julio Rodríguez,SEA,339,38.3,13.8,107.5,114.6,37.1,59.6,22.6,38.7,85.9,44.6,70.1,33.1
Nico Hoerner,CHC,341,9.4,15.1,100.1,105.8,37.1,63.4,26.2,29.9,96.8,48.0,57.4,16.5
Marcus Semien,NYM,300,18.3,11.8,101.8,107.5,37.1,56.1,19.0,28.4,88.4,51.7,71.3,26.8
Angel Abreu,CLE,2,,0.0,85.9,85.9,37.1,57.1,20.0,20.0,66.7,44.4,75.0,0.0
Leo Rivas,SEA,130,3.7,15.3,97.0,100.0,37.0,63.9,26.9,18.2,83.3,50.1,55.5,41.6
Cal Raleigh,SEA,200,38.4,17.5,105.8,114.2,37.0,58.4,21.4,38.2,75.7,43.9,72.9,29.8
Freddy Fermin,SD,146,10.1,17.0,100.1,104.3,37.0,57.8,20.8,32.8,87.5,45.4,70.8,38.7
Austin Hays,CWS,48,22.2,5.9,102.1,111.9,37.0,57.3,20.2,39.8,77.6,43.7,72.5,45.0
Jeff McNeil,ATH,247,6.0,17.5,99.5,105.0,36.9,53.8,16.9,31.8,92.9,47.4,79.8,20.1
Alex Bregman,CHC,347,21.3,11.3,102.2,108.3,36.9,62.4,25.5,22.1,89.4,51.2,58.9,28.6
Josh Naylor,SEA,301,21.5,14.8,102.8,111.5,36.8,56.4,19.6,36.1,89.0,45.1,74.0,27.5
Troy Johnston,COL,271,16.2,13.7,102.5,108.2,36.8,57.9,21.1,34.4,88.0,48.6,67.4,21.5
Marcelo Mayer,BOS,222,21.6,20.2,103.9,110.0,36.8,57.0,20.2,28.3,87.0,48.1,74.2,36.5
Andrew Benintendi,CWS,236,27.4,9.3,101.6,108.1,36.8,56.5,19.7,32.7,79.4,46.9,73.9,32.6
Paul Goldschmidt,NYY,196,29.7,17.3,104.6,109.8,36.7,59.8,23.1,31.9,82.2,49.1,64.9,24.7
Jake Fraley,TB,100,25.0,21.0,102.6,107.8,36.7,59.5,22.8,21.3,89.1,50.6,66.7,31.7
Andrew McCutchen,TEX,89,14.0,19.6,101.4,106.0,36.7,57.2,20.6,21.2,77.3,50.9,69.1,43.7
Daulton Varsho,TOR,243,19.2,13.4,103.6,110.4,36.7,56.7,20.0,35.5,88.6,44.5,73.6,19.3
Jonathan Aranda,TB,318,37.8,18.5,105.7,111.4,36.6,60.9,24.4,28.3,85.6,47.6,63.0,19.7
Blaze Jordan,STL,22,44.4,10.5,101.9,110.2,36.6,55.6,18.9,32.6,96.2,44.2,76.5,15.4
Yainer Diaz,HOU,114,24.5,15.1,104.5,109.6,36.6,55.3,18.8,41.7,91.1,45.8,73.8,24.7
Nolan Arenado,AZ,276,14.3,10.9,102.0,107.5,36.6,62.8,26.1,32.6,85.6,45.6,62.6,28.9
Luis Rengifo,MIL,216,25.3,9.4,102.6,109.2,36.6,57.5,20.9,31.3,90.2,45.8,71.6,20.3
Donovan Walton,LAA,71,15.4,14.3,101.1,105.6,36.6,53.0,16.4,29.7,87.6,52.8,73.4,28.8
Ben Williamson,TB,185,28.4,16.9,103.3,109.2,36.5,65.3,28.7,29.7,92.8,47.5,54.8,28.2
Henry Davis,PIT,158,42.3,13.5,105.9,112.3,36.5,54.6,18.1,30.2,87.6,49.7,73.6,26.5
Adrian Del Castillo,AZ,141,31.7,18.8,101.5,106.7,36.5,59.9,23.4,29.5,84.0,47.5,67.8,31.8
Eloy Jiménez,TOR,37,13.3,7.4,101.5,102.5,36.4,61.4,25.0,39.0,86.8,40.6,67.9,26.3
Yohendrick Piñango,TOR,128,30.0,13.0,107.8,114.8,36.4,58.4,22.0,33.3,81.7,49.0,68.6,31.7
Mickey Gasper,BOS,106,25.0,14.5,102.7,106.0,36.4,59.8,23.3,24.7,95.0,51.0,59.9,24.3
Nolan Gorman,STL,231,40.6,22.9,106.5,111.9,36.4,58.0,21.5,31.6,74.6,46.8,70.2,43.7
Andy Pages,LAD,325,33.1,16.0,105.4,109.7,36.3,59.1,22.8,33.9,88.5,46.3,67.1,26.2
Jordan Beck,COL,102,18.8,25.4,101.3,108.1,36.3,57.1,20.8,40.5,81.2,44.6,71.5,38.5
Trea Turner,PHI,327,19.6,14.8,102.8,109.7,36.3,57.4,21.1,36.3,87.2,46.3,69.6,36.8
Gunnar Henderson,BAL,348,30.6,13.7,105.0,111.9,36.3,58.6,22.3,32.1,86.7,48.0,67.5,26.4
Taylor Walls,TB,192,8.2,21.2,97.8,101.9,36.2,60.9,24.7,24.0,84.0,49.1,62.9,30.8
Jahmai Jones,DET,100,39.0,10.2,105.7,111.7,36.2,57.7,21.5,30.3,81.8,46.7,70.8,39.6
Michael Conforto,CHC,124,45.6,11.1,105.9,113.9,36.2,60.2,24.0,24.3,85.1,48.0,63.4,40.6
Carlos Correa,HOU,144,36.9,14.1,107.2,113.1,36.2,62.2,26.1,31.5,84.9,44.6,61.9,32.3
Jackson Chourio,MIL,185,49.4,20.5,107.2,113.3,36.2,60.3,24.2,32.0,88.6,47.2,62.1,21.4
Byron Buxton,MIN,292,44.6,18.0,107.1,111.9,36.2,55.6,19.5,35.2,84.9,46.9,73.1,35.6
Isaac Collins,KC,252,18.3,17.8,104.9,110.9,36.1,62.9,26.8,19.3,87.1,50.4,58.6,41.0
Victor Scott II,STL,190,7.8,12.1,99.2,105.4,36.1,57.1,20.9,22.1,83.7,52.7,68.4,31.9
Matt Wallner,MIN,144,42.2,10.8,106.7,110.3,36.1,56.5,20.4,32.1,72.3,48.3,74.7,52.2
Alec Bohm,PHI,287,25.4,17.0,103.7,108.8,36.1,61.1,25.0,23.6,90.2,49.5,64.7,19.4
A.J. Ewing,NYM,133,27.6,17.7,104.1,110.5,36.1,61.5,25.4,28.0,84.1,47.5,60.5,33.6
Connor Wong,BOS,96,30.8,15.4,105.8,108.3,36.1,61.0,24.9,32.8,88.6,47.8,63.6,36.5
Nick Fortes,TB,186,21.4,10.1,104.1,108.9,36.1,57.7,21.5,38.3,90.2,46.7,67.5,25.6
Jordan Walker,STL,313,45.5,15.6,111.3,116.6,36.1,57.4,21.3,35.3,80.9,46.6,71.9,39.4
Trei Cruz,DET,5,0.0,0.0,81.5,82.4,36.0,52.6,16.7,0.0,63.6,60.9,78.6,33.3
Seiya Suzuki,CHC,249,29.6,20.3,107.2,112.9,35.9,62.7,26.9,23.8,87.8,48.4,61.5,30.7
Zack Gelof,ATH,212,34.0,19.4,103.2,108.1,35.9,58.4,22.6,23.6,78.1,53.1,66.8,30.7
José Caballero,NYY,231,18.9,11.4,100.7,108.5,35.9,58.0,22.1,33.9,81.1,47.3,65.6,27.7
Nick Yorke,PIT,94,36.8,12.1,105.4,113.5,35.8,57.8,22.0,27.3,91.7,48.5,68.8,25.4
Brandon Lowe,PIT,310,38.8,15.8,105.3,111.1,35.8,58.8,23.0,32.6,82.1,45.2,68.2,35.3
Victor Robles,SEA,61,31.0,16.0,102.1,108.3,35.8,54.5,18.8,33.0,86.8,48.8,75.2,35.6
Daniel Vellojin,TB,3,0.0,0.0,81.6,82.8,35.7,50.0,14.3,33.3,100.0,60.0,66.7,0.0
Connor Norby,MIA,226,27.8,16.7,100.8,106.9,35.7,56.4,20.8,26.7,79.5,48.3,73.1,39.9
Jonny DeLuca,TB,133,16.7,19.0,104.8,109.0,35.7,58.0,22.3,36.7,85.8,46.9,67.7,26.0
Willi Castro,COL,254,28.2,14.9,105.3,112.1,35.7,56.6,20.9,36.6,82.9,44.8,72.2,31.5
Emil Morales,LAD,4,50.0,0.0,101.7,104.3,35.7,50.0,14.3,45.5,83.3,38.9,85.7,75.0
Ryan Mountcastle,BAL,21,30.0,21.4,108.2,111.0,35.6,52.7,17.1,39.5,82.8,46.9,76.3,34.6
Joc Pederson,TEX,226,36.7,14.3,106.2,110.6,35.6,61.7,26.0,26.7,81.1,50.3,61.7,33.0
Ezequiel Tovar,COL,281,33.1,17.9,103.6,109.1,35.5,50.2,14.7,44.3,81.1,45.8,81.8,34.3
Pavin Smith,AZ,52,10.0,12.5,99.6,105.6,35.4,60.4,25.0,23.5,84.1,50.7,60.0,31.4
Dylan Carlson,CHC,17,20.0,0.0,104.9,107.3,35.4,63.6,28.2,20.0,70.0,53.8,57.1,30.8
Drew Gilbert,SF,172,16.2,10.7,102.2,110.1,35.4,62.6,27.2,27.0,88.3,48.4,57.7,27.9
Josh Jung,TEX,296,29.3,16.5,103.5,110.1,35.3,59.5,24.3,30.5,92.0,47.6,65.4,20.8
Garrett Stubbs,PHI,34,8.3,19.0,99.9,103.5,35.3,57.5,22.2,38.8,89.2,42.7,74.0,42.9
Tyler Tolbert,KC,22,16.7,16.7,98.2,102.8,35.3,50.0,14.7,35.7,87.1,47.5,81.6,57.9
Bryce Johnson,SD,56,20.0,20.0,95.0,96.4,35.3,62.0,26.7,36.2,72.1,47.0,59.2,38.8
Masyn Winn,STL,282,18.0,14.6,103.2,108.5,35.3,61.9,26.6,23.1,85.6,49.3,59.5,25.3
Brandon Valenzuela,TOR,149,21.3,13.3,104.2,111.4,35.2,57.2,22.0,30.4,85.9,48.9,71.0,34.9
Jarren Duran,BOS,303,34.7,13.9,107.2,114.7,35.2,60.0,24.8,34.4,82.4,46.9,64.9,37.9
Brooks Lee,MIN,290,17.0,15.3,101.2,108.0,35.2,57.2,22.0,33.9,89.6,48.4,70.8,22.1
Kameron Misner,KC,19,0.0,27.3,98.6,100.2,35.2,55.2,20.0,23.7,78.8,53.7,75.0,29.4
José Fermín,STL,117,6.2,13.2,99.1,109.3,35.1,64.5,29.4,25.0,91.0,50.0,54.9,11.6
José Tena,WSH,151,50.0,12.9,107.4,114.0,35.1,57.7,22.6,30.7,77.2,49.2,71.0,42.9
Drew Millas,WSH,130,14.8,14.1,99.5,106.6,35.1,61.5,26.4,27.8,88.4,48.1,62.8,33.7
Nathan Humphreys,PHI,2,,,,,35.0,75.0,40.0,50.0,100.0,50.0,25.0,100.0
Reginald Preciado,CHC,2,0.0,0.0,88.7,88.7,35.0,60.0,25.0,42.9,50.0,22.2,100.0,100.0
Ariel Armas,CHC,1,0.0,0.0,93.8,93.8,35.0,75.0,40.0,0.0,100.0,50.0,33.3,0.0
Alec Burleson,STL,318,40.6,16.2,106.3,111.7,35.0,57.3,22.4,34.4,83.9,48.3,67.0,18.4
Cole Mathis,CHC,1,,0.0,72.9,72.9,35.0,75.0,40.0,0.0,100.0,66.7,25.0,0.0
Ty Southisene,CHC,5,0.0,50.0,104.0,108.0,35.0,60.0,25.0,50.0,100.0,36.8,71.4,60.0
Luis De La Cruz,CLE,2,100.0,0.0,106.0,106.0,35.0,60.0,25.0,25.0,66.7,50.0,75.0,0.0
Kristian Campbell,BOS,1,0.0,0.0,85.2,85.2,35.0,60.0,25.0,25.0,50.0,42.9,66.7,0.0
Cole Young,SEA,314,20.7,13.4,104.2,111.3,35.0,58.2,23.2,30.5,85.7,49.0,65.8,23.8
Tyler O'Neill,BAL,148,31.5,18.3,103.5,110.9,35.0,60.0,25.0,28.1,84.0,46.1,69.0,41.3
Ryan Jackson,SD,5,0.0,40.0,96.6,96.8,35.0,60.0,25.0,28.6,100.0,53.3,62.5,20.0
Drew Bowser,CHC,2,,,,,35.0,60.0,25.0,40.0,100.0,37.5,66.7,100.0
Kevin Rivas,CLE,1,,,,,35.0,75.0,40.0,0.0,0.0,50.0,33.3,
Hunter Goodman,COL,306,43.8,14.8,108.3,113.4,34.9,56.3,21.4,40.9,80.4,43.5,72.3,41.5
Salvador Perez,KC,298,26.1,21.9,105.2,111.2,34.9,55.5,20.6,46.9,86.0,41.8,73.3,27.9
Luis Matos,MIL,25,11.1,23.5,101.6,104.5,34.9,57.1,22.2,49.0,92.6,42.0,73.0,21.1
TJ Friedl,CIN,187,14.5,12.7,101.8,106.4,34.9,60.5,25.6,26.7,85.8,48.6,61.9,41.7
Patrick Bailey,CLE,153,20.9,17.3,103.1,107.7,34.9,57.0,22.2,31.6,84.6,48.6,70.3,31.9
Joey Bart,PIT,67,25.9,15.4,105.2,109.5,34.8,61.4,26.6,34.3,85.7,47.0,62.1,35.8
Gabriel Arias,CLE,47,60.0,20.0,109.2,111.6,34.8,59.1,24.3,24.7,72.6,48.7,67.4,50.0
Esteury Ruiz,MIA,79,29.7,15.6,102.6,107.8,34.7,57.6,22.9,33.3,77.5,45.9,70.3,36.2
Mike Yastrzemski,ATL,216,20.4,15.4,102.4,106.2,34.7,64.0,29.2,26.4,85.4,50.2,55.6,23.5
Austin Slater,TB,74,16.0,18.2,99.2,103.2,34.7,58.9,24.2,28.7,80.4,47.9,66.7,44.4
Myles Straw,TOR,137,13.7,16.5,101.1,107.2,34.6,63.0,28.4,20.7,89.9,49.2,56.5,23.5
Wilyer Abreu,BOS,316,25.1,23.1,104.3,113.1,34.6,56.9,22.3,31.2,85.5,48.5,68.9,25.7
Tommy Troy,AZ,72,35.5,20.0,102.8,107.5,34.6,61.7,27.1,22.4,82.4,50.5,62.3,41.9
Sam Huff,BAL,21,62.5,0.0,104.4,104.6,34.6,51.8,17.1,34.1,75.8,47.0,84.6,50.0
Dominic Smith,ATL,184,25.0,15.1,102.6,109.1,34.5,54.7,20.2,33.1,90.5,50.1,71.7,29.5
Jake Burger,TEX,297,35.2,14.0,108.4,113.6,34.5,59.4,24.9,36.7,82.5,44.7,64.7,40.4
Noelvi Marte,CIN,79,26.9,7.4,104.5,110.0,34.5,59.9,25.3,39.5,86.2,44.1,65.9,35.1
Jared Triolo,PIT,149,12.5,13.7,101.3,108.6,34.5,63.4,28.9,23.0,87.5,50.9,59.1,32.0
Christian Vázquez,HOU,168,3.8,18.1,99.4,107.4,34.5,61.0,26.4,35.5,90.1,46.3,60.1,27.7
Miles Mastrobuoni,SEA,24,0.0,0.0,98.7,101.0,34.5,66.7,32.1,27.3,90.9,51.1,47.8,55.6
Kyle Isbel,KC,191,20.2,16.4,103.5,109.5,34.4,60.8,26.4,32.9,91.7,47.6,61.9,23.5
Jasson Domínguez,NYY,55,21.4,17.4,106.2,110.8,34.4,57.3,22.8,32.3,91.0,48.2,72.8,30.0
P.J. Higgins,CIN,40,9.1,25.0,98.8,110.0,34.4,63.4,29.0,16.0,89.8,50.0,60.5,30.8
Colt Keith,DET,222,23.2,16.9,104.4,114.1,34.4,59.9,25.4,22.6,86.1,51.1,63.0,36.1
Pete Crow-Armstrong,CHC,327,42.0,16.1,105.6,114.6,34.4,57.8,23.4,38.3,85.6,45.9,69.4,31.4
Nick Castellanos,SD,130,23.8,13.6,102.4,108.7,34.4,53.5,19.0,41.0,78.7,45.0,78.0,41.5
Francisco Alvarez,NYM,158,45.5,11.3,108.5,112.6,34.3,60.0,25.7,33.0,83.8,46.7,62.9,31.9
Victor Caratini,MIN,203,21.5,11.8,101.9,107.2,34.3,63.3,29.0,25.6,92.7,48.4,59.6,32.5
Taylor Trammell,HOU,88,29.0,15.7,106.8,111.8,34.3,59.1,24.9,29.8,77.8,49.9,64.7,51.4
Konnor Griffin,PIT,211,39.0,13.3,105.9,113.2,34.3,58.7,24.4,37.1,82.6,47.1,66.4,39.6
Dillon Dingler,DET,290,31.6,16.0,105.1,110.8,34.3,59.1,24.8,33.9,91.0,47.3,64.0,28.7
Eugenio Suárez,CIN,198,27.9,23.4,104.3,109.6,34.3,60.1,25.8,29.7,79.8,47.1,64.2,47.0
Leo Jiménez,MIA,89,28.1,11.9,104.2,107.9,34.3,59.8,25.5,29.0,90.1,46.2,66.9,34.7
J.T. Realmuto,PHI,192,24.4,15.8,101.8,109.3,34.2,58.7,24.5,33.2,84.8,48.4,63.5,32.9
Tyler Freeman,COL,181,18.5,12.9,101.9,106.5,34.1,56.8,22.8,28.0,92.8,49.8,69.0,15.1
Mark Vientos,NYM,224,28.3,14.0,105.9,110.2,34.1,53.6,19.5,37.5,81.8,48.5,76.4,37.4
Christian Yelich,MIL,192,31.9,12.7,104.8,111.1,34.1,58.3,24.2,22.9,80.1,51.1,67.5,43.9
Jorge Mateo,ATL,113,32.6,13.3,107.5,112.2,34.1,54.7,20.6,40.4,80.8,48.4,68.2,36.6
Rafael Marchán,PHI,81,8.7,11.9,97.7,103.7,34.1,59.3,25.3,31.2,94.1,50.2,62.7,30.0
Braden Montgomery,CWS,28,27.3,21.1,104.4,107.8,34.1,53.6,19.6,25.0,90.9,47.3,76.7,17.9
Luis García Jr.,WSH,253,36.5,11.9,106.3,111.2,34.1,56.0,22.0,41.7,91.9,45.3,70.4,23.7
LaMonte Wade Jr.,HOU,13,20.0,22.2,101.7,103.4,34.0,62.2,28.1,24.1,94.1,48.2,63.0,11.1
Daniel Schneemann,CLE,212,24.4,11.5,102.8,107.2,34.0,58.8,24.9,33.7,86.5,48.9,64.7,38.4
Heliot Ramos,SF,182,50.7,13.3,108.6,111.5,34.0,54.2,20.2,37.8,87.9,45.8,74.2,28.8
Wade Meckler,LAA,78,11.8,14.3,99.9,105.8,34.0,58.8,24.8,28.0,91.8,50.6,66.4,27.3
Ramón Urías,STL,75,21.2,24.0,103.2,106.8,34.0,56.8,22.9,24.4,82.8,49.2,71.0,27.6
Willy Adames,SF,313,29.1,19.0,103.5,108.8,33.9,58.3,24.4,32.2,85.5,48.2,65.5,37.3
Eric Brown Jr.,MIL,4,100.0,100.0,106.2,106.2,33.9,62.5,28.6,60.0,66.7,37.5,50.0,71.4
Rudy Martin Jr.,KC,2,100.0,0.0,102.9,102.9,33.9,62.5,28.6,14.3,33.3,36.4,75.0,66.7
Garrett Hampson,CIN,7,0.0,20.0,104.1,111.4,33.9,62.5,28.6,16.7,70.0,47.1,62.5,50.0
Omar Martinez,LAA,3,0.0,0.0,97.4,99.6,33.9,62.5,28.6,28.6,100.0,41.7,60.0,
Ryan O'Hearn,PIT,254,33.1,15.8,103.7,108.1,33.9,60.7,26.8,32.5,87.5,47.4,60.3,31.5
Max Muncy,ATH,133,43.4,16.7,106.5,111.4,33.8,56.9,23.1,36.1,84.6,46.8,68.4,40.0
Luisangel Acuña,CWS,137,26.9,16.2,104.3,109.8,33.8,57.2,23.5,33.5,86.0,45.3,68.8,35.1
CJ Abrams,WSH,321,29.9,17.6,104.6,110.8,33.7,57.1,23.4,35.8,84.1,46.7,69.1,31.5
Carson Benge,NYM,293,25.4,17.2,105.1,109.8,33.7,59.4,25.7,26.4,87.7,50.3,63.1,25.7
Jake Meyers,HOU,129,12.9,20.0,100.6,106.5,33.7,54.6,20.9,31.6,90.9,49.0,72.4,31.0
Alek Thomas,AZ,110,34.8,20.8,104.3,109.2,33.6,55.2,21.6,41.8,86.0,46.9,72.3,27.6
Ke'Bryan Hayes,CIN,138,26.8,22.8,103.5,106.6,33.6,61.8,28.2,27.9,93.1,49.6,58.2,28.4
David Hamilton,MIL,213,16.5,21.2,100.9,109.9,33.6,59.0,25.4,31.4,88.6,48.2,61.8,32.0
Josiah Hartshorn,CHC,3,,0.0,92.7,92.7,33.6,70.0,36.4,12.5,66.7,46.7,42.9,0.0
Felix Reyes,PHI,38,22.2,10.3,108.2,110.3,33.5,60.0,26.5,52.9,96.9,40.7,66.7,37.8
Jorge Barrosa,AZ,121,10.6,12.2,98.2,104.1,33.5,63.0,29.5,29.6,83.1,46.2,58.2,29.5
Cedric Mullins,TB,256,20.9,19.2,102.1,107.9,33.5,57.5,24.0,27.6,83.2,47.0,70.6,19.8
Yandy Díaz,TB,316,34.7,16.8,106.7,113.7,33.5,57.6,24.0,27.4,91.2,49.7,66.9,12.6
Coby Mayo,BAL,205,40.2,11.8,109.8,116.5,33.5,60.6,27.1,30.6,84.3,48.3,64.3,42.2
Max Muncy,LAD,268,40.3,10.3,106.5,112.7,33.4,60.5,27.1,23.8,82.9,49.6,62.7,33.2
Rafael Devers,SF,324,41.5,16.0,107.0,112.4,33.4,56.7,23.4,30.6,73.5,49.7,69.2,26.3
Luke Raley,SEA,216,41.9,17.3,105.9,113.8,33.4,54.7,21.3,32.9,70.4,46.9,76.2,47.4
Trevor Story,BOS,187,22.7,11.8,103.1,109.6,33.4,57.0,23.6,43.0,80.6,45.1,69.3,35.2
Daylen Lile,WSH,333,22.0,25.2,103.3,109.5,33.4,54.0,20.7,36.1,88.4,47.0,75.1,21.4
Austin Gauthier,LAD,1,,,,,33.3,100.0,66.7,0.0,100.0,50.0,50.0,
Randy Martinez,CLE,2,0.0,50.0,81.8,81.8,33.3,33.3,0.0,50.0,100.0,50.0,100.0,
George Wolkow,CWS,1,,,,,33.3,33.3,0.0,33.3,50.0,57.1,100.0,50.0
Shawn Ross,PIT,2,0.0,0.0,98.1,98.3,33.3,66.7,33.3,0.0,100.0,62.5,40.0,0.0
Darell Hernaiz,ATH,140,10.3,25.7,100.6,108.5,33.3,57.1,23.8,35.7,86.4,45.9,67.9,31.1
Drew Waters,KC,5,,0.0,91.1,92.1,33.3,50.0,16.7,50.0,80.0,37.5,83.3,42.9
Abraham Toro,KC,5,0.0,0.0,99.3,99.3,33.3,66.7,33.3,0.0,80.0,55.0,45.5,0.0
Tevin Tucker,COL,3,0.0,100.0,78.1,78.1,33.3,66.7,33.3,28.6,33.3,36.4,75.0,100.0
Garrett Howe,CLE,2,,0.0,99.7,99.7,33.3,66.7,33.3,0.0,100.0,50.0,50.0,
Kodey Shojinaga,PHI,1,,0.0,46.8,46.8,33.3,66.7,33.3,33.3,100.0,40.0,50.0,0.0
Nick Solak,SD,9,33.3,12.5,105.1,109.4,33.3,53.3,20.0,54.5,100.0,52.2,58.3,33.3
Nick Raposo,SEA,1,0.0,100.0,95.2,95.2,33.3,66.7,33.3,33.3,,25.0,0.0,
Leandro Pineda,WSH,1,,0.0,109.7,109.7,33.3,66.7,33.3,25.0,100.0,20.0,100.0,
David Bañuelos,MIN,4,100.0,0.0,100.0,102.4,33.3,33.3,0.0,50.0,100.0,42.9,100.0,
Jefferson Rojas,CHC,4,0.0,25.0,96.3,97.2,33.3,33.3,0.0,0.0,100.0,71.4,100.0,0.0
Derik Alcantara,CHC,1,,,,,33.3,66.7,33.3,33.3,0.0,40.0,50.0,100.0
Zavier Warren,CIN,1,0.0,0.0,95.6,95.6,33.3,33.3,0.0,0.0,50.0,66.7,100.0,0.0
Eric Yang,CHC,2,0.0,50.0,82.4,83.7,33.3,66.7,33.3,0.0,100.0,71.4,80.0,0.0
Carter Dorighi,SEA,1,,,,,33.3,66.7,33.3,0.0,0.0,50.0,50.0,100.0
Eduardo Valencia,DET,2,50.0,50.0,99.6,100.4,33.3,33.3,0.0,0.0,100.0,75.0,100.0,
Brett Squires,KC,2,0.0,0.0,97.8,97.8,33.3,33.3,0.0,33.3,75.0,57.1,100.0,0.0
Jose Pirela,CLE,1,,,,,33.3,100.0,66.7,50.0,,50.0,0.0,
Brendan Summerhill,TB,2,0.0,100.0,92.0,94.9,33.3,33.3,0.0,50.0,100.0,50.0,100.0,
Leonel Espinoza,CHC,2,0.0,50.0,87.8,90.4,33.3,33.3,0.0,0.0,100.0,80.0,100.0,0.0
Raylin Heredia,PHI,1,,,,,33.3,33.3,0.0,75.0,100.0,20.0,100.0,50.0
Tristan Peters,CWS,208,18.4,10.5,102.3,108.5,33.3,50.1,16.8,34.5,83.2,51.2,78.2,24.2
PJ Morlando,MIA,1,,,,,33.3,33.3,0.0,66.7,100.0,25.0,100.0,100.0
Paul McIntosh,PHI,1,100.0,0.0,100.2,100.2,33.3,66.7,33.3,0.0,100.0,50.0,50.0,
Nate Baez,BOS,1,,,,,33.3,66.7,33.3,0.0,100.0,50.0,50.0,
Jaime Ferrer,MIN,1,,,,,33.3,33.3,0.0,0.0,66.7,75.0,100.0,50.0
Lamar King Jr.,SD,1,,,,,33.3,66.7,33.3,50.0,0.0,33.3,50.0,100.0
Joshua Mears,SD,1,,0.0,77.2,77.2,33.3,33.3,0.0,0.0,100.0,66.7,100.0,0.0
Tyler Hardman,NYY,1,,,,,33.3,66.7,33.3,33.3,0.0,40.0,50.0,100.0
Tommy Sacco Jr.,HOU,1,,,,,33.3,66.7,33.3,0.0,50.0,60.0,66.7,100.0
Alec Briley,CWS,2,100.0,0.0,100.0,105.8,33.3,33.3,0.0,0.0,100.0,75.0,100.0,0.0
Wyatt Young,NYM,1,,,,,33.3,100.0,66.7,50.0,,50.0,0.0,
